0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;;
13;;
14;;
15;;
16;;
17;;
18;;
19;;
20;;
21;;
22;;
23;;
24;;
25;;
26;;
27;;
28;;
29;;
30;;
31;;
32;;
33;;
34;;
35;;
36;;
37;;
38;;
39;;
40;;
41;;
42;;
43;;
44;;
45;;
46;;
47;;
48;;
49;;
50;;
51;;
52;;
53;;
54;;
55;;
56;;
57;;
58;;
59;;
60;;
61;;
62;;
63;;
64;;
65;;
66;;
67;;
68;;
69;;
70;;
71;;
72;;
73;;
74;;
75;;
76;;
77;;
78;;
79;;
80;;
81;;
82;;
83;;
84;;
85;;
86;;
87;;
88;;
89;;
90;;
91;;
92;;
93;;
94;;
95;;
96;;
97;;
98;;
99;;
100;;
101;;
102;;
103;;
104;;
105;;
106;;
107;;
108;;
109;;
110;;
111;;
112;;
113;;
114;;
115;;
116;;
117;;
118;;
119;;
120;;
121;;
122;;
123;;
124;;
125;;
126;;
127;;
128;;
129;;
130;;
131;;
132;;
133;;
134;;
135;;
136;;
137;;
138;;
139;;
140;;
141;;
142;;
143;;
144;;
145;;
146;;
147;;
148;;
149;;
150;;
151;;
152;;
153;;
154;;
155;;
156;;
157;;
158;;
159;;
160;;
161;;
162;;
163;;
164;;
165;;
166;;
167;;
168;;
169;;
170;;
171;;
172;;
173;;
174;;
175;;
176;;
177;;
178;;
179;;
180;;
Das Spiel ist eröffnet!;gameon;
Das Spiel läuft!;gameon;
Das Spiel geht los!;gameon;
Das Spiel beginnt!;gameon;
Das Spiel hat begonnen!;gameon;
Das Lägg läuft!;gameon;
Das Lägg geht los!;gameon;
Das Lägg beginnt!;gameon;
Das Lägg hat begonnen!;gameon;
Das Lägg startet;gameon;
Los gehts!;gameon;matchon
Auf geht's!;gameon;matchon
Dart frei!;gameon;matchon
Darts frei!;gameon;matchon
Lasst die Spiele beginnen!;matchon;
An die Wurflinie bitte!;gameon;matchon
Alles oder nichts!;gameon;matchon
Konzentration jetzt!;gameon;matchon
Das Publikum ist gespannt!;gameon;matchon
Die Spannung steigt!;gameon;matchon
Auf zum Kampf!;gameon;matchon
Viel Erfolg!;gameon;matchon
Viel Glück!;gameon;matchon
Der Wettkampf beginnt!;matchon;
Das Mätsch läuft!;matchon;
Das Mätsch geht los!;matchon;
Das Spiel ist vorbei!;gameshot;matchshot
Das Spiel ist beendet!;gameshot;matchshot
Das Mätsch ist vorbei!;matchshot;
Das Mätsch ist beendet!;matchshot;
Das Mätsch ist entschieden!;matchshot;
Runde abgeschlossen!;gameshot;matchshot
Die Partie ist entschieden!;matchshot;
Der Sieger steht fest!;matchshot;
Der Sieg ist perfekt!;matchshot;
Überworfen;busted;
Überreizt;busted;
Überzogen;busted;
Überwurf;busted;
Falschwurf;busted;
Zu viel geworfen;busted;
