0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;;
13;;
14;;
15;;
16;;
17;;
18;;
19;;
20;;
21;;
22;;
23;;
24;;
25;;
26;;
27;;
28;;
29;;
30;;
31;;
32;;
33;;
34;;
35;;
36;;
37;;
38;;
39;;
40;;
41;;
42;;
43;;
44;;
45;;
46;;
47;;
48;;
49;;
50;;
51;;
52;;
53;;
54;;
55;;
56;;
57;;
58;;
59;;
60;;
61;;
62;;
63;;
64;;
65;;
66;;
67;;
68;;
69;;
70;;
71;;
72;;
73;;
74;;
75;;
76;;
77;;
78;;
79;;
80;;
81;;
82;;
83;;
84;;
85;;
86;;
87;;
88;;
89;;
90;;
91;;
92;;
93;;
94;;
95;;
96;;
97;;
98;;
99;;
100;;
101;;
102;;
103;;
104;;
105;;
106;;
107;;
108;;
109;;
110;;
111;;
112;;
113;;
114;;
115;;
116;;
117;;
118;;
119;;
120;;
121;;
122;;
123;;
124;;
125;;
126;;
127;;
128;;
129;;
130;;
131;;
132;;
133;;
134;;
135;;
136;;
137;;
138;;
139;;
140;;
141;;
142;;
143;;
144;;
145;;
146;;
147;;
148;;
149;;
150;;
151;;
152;;
153;;
154;;
155;;
156;;
157;;
158;;
159;;
160;;
161;;
162;;
163;;
164;;
165;;
166;;
167;;
168;;
169;;
170;;
171;;
172;;
173;;
174;;
175;;
176;;
177;;
178;;
179;;
180;;
¡Vamos al juego!;gameon;
¡Partida en marcha!;matchon;
¡Vamos a jugar!;gameon;matchon;
¡Es hora de lanzar!;gameon;matchon;
¡Preparados, listos, ya!;gameon;matchon;
¡Que comience la competición!;gameon;matchon;
¡Comencemos el juego!;gameon;matchon;
¡Dardos fuera!;gameon;matchon;
¡El juego está en marcha!;gameon;matchon;
¡Vamos a poner esto en marcha!;gameon;matchon;
¡Que vuelen los dardos!;gameon;matchon;
¡Vamos a lanzar!;gameon;matchon;
¡Vamos a hacer esto!;gameon;matchon;
¡Es hora de jugar!;gameon;matchon;
¡Que comiencen los juegos!;gameon;matchon;
¡La competencia comienza ahora!;gameon;matchon;
¡Prepárate para luchar!;gameon;matchon;
¡Vamos a empezar!;gameon;matchon;
¡Vamos a comenzar!;gameon;matchon;
¡La diversión comienza ahora!;gameon;matchon;
¡Que comience el desafío!;gameon;matchon;
¡Tiro de juego!;gameshot;
¡Disparo de juego!;gameshot;
¡Disparo de partido!;matchshot;
¡Disparo de juego y partido!;matchshot;
¡Juego y partido!;matchshot;
¡Juego y el partido!;matchshot;
Juego y partido para:;matchshot;
¡Disparo de partido!;matchshot;
Lanzamiento ganador;gameshot;matchshot;
¡Victoria!;gameshot;matchshot;
Disparo ganador;gameshot;matchshot;
Lanzamiento ganador del juego;gameshot;matchshot;
El tiro para terminar el juego.;gameshot;matchshot;
Tiro decisivo;gameshot;matchshot;
